title,text,category
A Practical Guide to The N+1 query problem,"An overview of the N+1 query problem in ORMs, focused on avoiding excessive database round trips from lazy loading.",Databases
A Practical Guide to Debezium,"Key concepts behind Debezium in Change data capture, relevant to capturing row-level changes from a source database.",Data Engineering
Why Custom hooks Matters in React,"An overview of custom hooks in React, focused on extracting reusable stateful logic between components.",Frontend
Why Service workers Matters in Progressive Web Apps,"A hands-on look at service workers in Progressive Web Apps, essential for enabling offline access and background sync in the browser.",Frontend
Spring Boot: Dependency injection,"A hands-on look at dependency injection in Spring Boot, essential for wiring services and repositories automatically through annotations.",Backend
Understanding InfluxDB in Time-series databases,"An overview of InfluxDB in Time-series databases, focused on storing and querying metrics data efficiently over time.",Databases
Laravel Deep Dive: Eloquent ORM relationships,"How Laravel handles Eloquent ORM relationships, useful for modeling one-to-many and many-to-many associations between tables.",Backend
Getting Started with Server-Sent Events,"Practical notes on one-way streaming using Server-Sent Events, aimed at sending continuous updates from server to browser.",Backend
Animations: The Web Animations API,"A hands-on look at the Web Animations API in Animations, essential for creating smooth transitions without heavy libraries.",Frontend
Why Environment-specific configs Matters in Configuration management,"Practical notes on environment-specific configs using Configuration management, aimed at avoiding hardcoded values across deployments.",DevOps
Understanding Cold start latency in Serverless architectures,"Practical notes on cold start latency using Serverless architectures, aimed at understanding the tradeoffs of pay-per-use compute.",Cloud
A Practical Guide to Scaling based on custom metrics,"How Auto-scaling handles scaling based on custom metrics, useful for reacting to application-specific load signals.",Cloud
Elasticsearch: Inverted indexes,"An overview of inverted indexes in Elasticsearch, focused on enabling fast full-text search across large datasets.",Databases
Dynamic Routing in Next.js,Creating dynamic page paths in Next.js using bracket notation and fetching path parameters at runtime.,Frontend
App size optimization: Code shrinking,Exploring code shrinking with App size optimization as a way of reducing APK and IPA size for faster downloads.,Mobile
Why Streaming database changes Matters in Change data capture,"A hands-on look at streaming database changes in Change data capture, essential for propagating updates to other systems in real time.",Databases
A Practical Guide to Jetpack Compose,"An overview of Jetpack Compose in Kotlin, focused on writing Android UIs declaratively without XML layouts.",Mobile
A Practical Guide to Cloud-native automation,"How Infrastructure provisioning handles cloud-native automation, useful for spinning up environments consistently and quickly.",Cloud
Database security Best Practices for row-level security,"A hands-on look at row-level security in Database security, essential for restricting which rows a user can access.",Databases
Package managers pnpm vs npm,Why pnpm is faster and more disk-space efficient than npm and yarn due to hard links and content-addressable storage.,Frontend
IndexedDB in the Browser,Storing large amounts of structured data on the client side using the browser's native IndexedDB database.,Frontend
Configuration management Deep Dive: Environment-specific configs,Exploring environment-specific configs with Configuration management as a way of avoiding hardcoded values across deployments.,DevOps
Understanding Reducing redundancy in Database normalization,"An overview of reducing redundancy in Database normalization, focused on organizing tables to avoid duplicate data.",Databases
A Practical Guide to InfluxDB,"Practical notes on InfluxDB using Time-series databases, aimed at storing and querying metrics data efficiently over time.",Databases
Multi-cloud strategy: Avoiding vendor lock-in,"How Multi-cloud strategy handles avoiding vendor lock-in, useful for designing systems portable across cloud providers.",Cloud
React Performance Profiler,How to use the React Developer Tools Profiler to measure component render times and prevent unnecessary rerenders.,Frontend
